,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,5122
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,4604
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,4484
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,3676
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,4828
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,6748
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1730
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,294
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,3730
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1296
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,1054
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,1134
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,4418
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,9172
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4184
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,7212
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,1154
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1566
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,622
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,5116
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,586
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,1568
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,5324
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,1084
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,556
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,4138
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,6686
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1682
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,656
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,6618
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,5578
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,928
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,134
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,6546
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,1106
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,6114
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,4086
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,4148
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,6876
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,3526
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,4322
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,1018
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2518
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,280
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,3592
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3032
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3262
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,958
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,6902
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4054
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,1078
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,3282
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,2862
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,7658
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,7232
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2330
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1700
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,5722
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,1028
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,5914
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3180
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,7850
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,370
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1622
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,5400
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1874
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1794
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3030
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,5404
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,4166
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,4150
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2586
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,6494
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,9252
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,382
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,640
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1878
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,1130
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,642
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3386
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1572
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,4092
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,7352
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,3676
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1954
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,4498
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,4528
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,358
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,3112
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,676
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3206
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,4330
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,540
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1196
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3020
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2354
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,-186
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,4784
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,890
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,850
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,4974
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,874
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,5698
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,4798
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,8946
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,2392
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,918
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1686
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,586
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,5712
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3032
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,732
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,522
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,542
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3114
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,4070
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1010
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,6810
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,2092
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,704
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1546
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1154
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4020
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,3612
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,4314
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,2488
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1914
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,6666
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,3324
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1852
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,3874
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3128
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2094
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,1076
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3160
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2048
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,8896
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,9650
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,5258
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2576
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,4420
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1558
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,8122
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,702
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1624
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,5100
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,544
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1542
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,3430
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,94
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,2686
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3302
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,4860
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,5772
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,5052
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,4522
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,4138
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,584
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,10382
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1230
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,538
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,4368
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2206
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,312
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1824
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,2630
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2146
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2372
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,358
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4006
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1058
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2012
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,4272
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1512
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,730
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,370
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,7830
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1058
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,2916
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1118
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,3456
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2102
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,4998
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1542
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1608
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3438
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2462
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2534
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,556
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,890
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,870
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,3832
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,5210
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,7264
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1810
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,288
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,6802
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,912
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,352
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,4244
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,996
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1208
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3330
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,7090
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,4428
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,970
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2528
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,6570
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,4086
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,7838
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,3574
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4228
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3218
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,842
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,1000
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,4004
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,1108
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,4326
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3366
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2098
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,6810
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,4198
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,7890
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,4058
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,3820
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,982
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,9230
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1816
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4040
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,5372
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2048
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1328
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3138
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2022
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1048
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,3526
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3100
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1954
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,4516
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1302
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,480
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,3774
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1048
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,834
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,3184
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,4630
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,5266
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,3650
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1026
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1884
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2754
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2588
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,4512
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,6974
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,654
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1610
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,762
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,6458
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2354
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3274
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2392
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,650
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2606
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4122
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1108
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,7208
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,4898
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,4978
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,178
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,904
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2500
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3426
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,894
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,9774
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,4968
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,652
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1084
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1790
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,9390
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,638
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,7684
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,264
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1494
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1852
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,4664
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,812
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,4366
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,6416
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,850
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1186
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,3538
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,362
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,6982
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,4378
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1102
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4260
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1740
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,3810
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,662
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,4350
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,974
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3818
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,530
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3502
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,4546
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3434
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1162
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1196
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,5718
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,3236
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,4366
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1296
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,9052
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,7874
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,6862
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4042
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,1964
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,3662
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,558
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3086
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,854
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1898
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2526
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,4254
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,3612
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,9236
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,740
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1008
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,958
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,436
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,7236
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,294
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,200
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2252
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,1038
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1476
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1938
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,2332
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,998
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,8034
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,2374
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,6394
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1332
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,964
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,4962
